Category,Asset Name,Asset Type,Unity Path,Source Package / Folder,Likely Usage,Used In Scene,Scene Path,Notes
"Material","PolygonApocalypse_Texture_01_Cleaned","Material","Assets/PolygonApocalypse/Models/Materials/PolygonApocalypse_Texture_01_Cleaned.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","PolygonApocalypse_Texture_01_Cleaned_jason","Material","Assets/PolygonApocalypse/Models/Materials/PolygonApocalypse_Texture_01_Cleaned_jason.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","PolygonApocalyse_Road_01","Material","Assets/PolygonApocalypse/Models/Materials/PolygonApocalyse_Road_01.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","PolygonDrugs_Texture_01_A","Material","Assets/PolygonApocalypse/Models/Materials/PolygonDrugs_Texture_01_A.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","PolygonFarm_Texture_02","Material","Assets/PolygonApocalypse/Models/Materials/PolygonFarm_Texture_02.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","PolygonPrototype_Texture_01","Material","Assets/PolygonApocalypse/Models/Materials/PolygonPrototype_Texture_01.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","PolygonWar_Texture","Material","Assets/PolygonApocalypse/Models/Materials/PolygonWar_Texture.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","SimpleSky","Material","Assets/PolygonApocalypse/Models/Materials/SimpleSky.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","Circle_Particle","Material","Assets/PolygonApocalypse/Prefabs/FX/Misc/Circle_Particle.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","FX_Default","Material","Assets/PolygonApocalypse/Prefabs/FX/Misc/FX_Default.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","FX_Gray","Material","Assets/PolygonApocalypse/Prefabs/FX/Misc/FX_Gray.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","FX_Mat_Additive","Material","Assets/PolygonApocalypse/Prefabs/FX/Misc/FX_Mat_Additive.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","FX_Mat_Multiply","Material","Assets/PolygonApocalypse/Prefabs/FX/Misc/FX_Mat_Multiply.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","FX_Mat_Vertex","Material","Assets/PolygonApocalypse/Prefabs/FX/Misc/FX_Mat_Vertex.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","lambert1","Material","Assets/PolygonApocalypse/Prefabs/FX/Misc/Materials/lambert1.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","PolygonApocalypse_Texture_01_Cleaned","Material","Assets/PolygonApocalypse/Prefabs/FX/Misc/Materials/PolygonApocalypse_Texture_01_Cleaned.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Material","PolygonFarm_Texture_01_A_2k","Material","Assets/PolygonApocalypse/Prefabs/FX/Misc/Materials/PolygonFarm_Texture_01_A_2k.mat","PolygonApocalypse","Surface material","No","","Third-party imported asset; Imported material; URP compatibility should be verified"
"Character","Characters","Model / FBX","Assets/PolygonApocalypse/Models/Characters.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Bld_Apartment_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Apartment_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Bld_AutoRepair_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_AutoRepair_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Beam_Concrete_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Beam_Concrete_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Beam_Curved_Concrete_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Beam_Curved_Concrete_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Beam_Curved_Wood_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Beam_Curved_Wood_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Beam_End_Curved_Concrete_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Beam_End_Curved_Concrete_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Beam_End_Curved_Wood_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Beam_End_Curved_Wood_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Beam_Wood_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Beam_Wood_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Ceiling_Concrete_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Ceiling_Concrete_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Ceiling_Concrete_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Ceiling_Concrete_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Ceiling_Corrugated_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Ceiling_Corrugated_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Ceiling_Vent_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Ceiling_Vent_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Ceiling_Wood_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Ceiling_Wood_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Concrete_Floor_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Concrete_Floor_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Entrance_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Entrance_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Floor_Concrete_Open_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Floor_Concrete_Open_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Floor_Concrete_Rust_Open_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Floor_Concrete_Rust_Open_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Floor_Container_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Floor_Container_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Floor_Container_x2_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Floor_Container_x2_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Floor_Pallet_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Floor_Pallet_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Floor_Pallet_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Floor_Pallet_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Floor_Stone_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Floor_Stone_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Floor_Stone_x2_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Floor_Stone_x2_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Floor_Wood_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Floor_Wood_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Floor_Wood_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Floor_Wood_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Floor_Wood_03","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Floor_Wood_03.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Hatch_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Hatch_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Hatch_Round_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Hatch_Round_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Ladder_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Ladder_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Ladder_End_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Ladder_End_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Ladder_End_Rust_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Ladder_End_Rust_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Ladder_Rust_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Ladder_Rust_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_PillarBlock_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_PillarBlock_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Stairs_Double_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Stairs_Double_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Door / Architecture","SM_Bld_Bunker_Stairs_Single_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Stairs_Single_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Caution_Door_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Caution_Door_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Concrete_Door_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Concrete_Door_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Concrete_x1_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Concrete_x1_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Concrete_x1_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Concrete_x1_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Concrete_x2_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Concrete_x2_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Concrete_x2_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Concrete_x2_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Container_Door_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Container_Door_01.fbx","PolygonApocalypse","Architecture wall module","Yes","SCN_L04_FacilityCore","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Container_x1_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Container_x1_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Container_x1_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Container_x1_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Container_x2_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Container_x2_01.fbx","PolygonApocalypse","Architecture wall module","Yes","SCN_L04_FacilityCore","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Container_x2_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Container_x2_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Bld_Bunker_Wall_Curved_Concrete_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Bld_Bunker_Wall_Curved_Concrete_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
